통계표,계정항목,단위,변환,2023/05/26,2023/05/25,2023/05/24,2023/05/23,2023/05/22,2023/05/19,2023/05/18,2023/05/17,2023/05/16,2023/05/15,2023/05/12,2023/05/11,2023/05/10,2023/05/09,2023/05/08,2023/05/04,2023/05/03,2023/05/02,2023/04/28,2023/04/27,2023/04/26,2023/04/25,2023/04/24,2023/04/21,2023/04/20,2023/04/19,2023/04/18,2023/04/17,2023/04/14,2023/04/13,2023/04/12,2023/04/11,2023/04/10,2023/04/07,2023/04/06,2023/04/05,2023/04/04,2023/04/03,2023/03/31,2023/03/30,2023/03/29,2023/03/28,2023/03/27,2023/03/24,2023/03/23,2023/03/22,2023/03/21,2023/03/20,2023/03/17,2023/03/16,2023/03/15,2023/03/14,2023/03/13,2023/03/10,2023/03/09,2023/03/08,2023/03/07,2023/03/06,2023/03/03,2023/03/02,2023/02/28,2023/02/27,2023/02/24,2023/02/23,2023/02/22,2023/02/21,2023/02/20,2023/02/17,2023/02/16,2023/02/15,2023/02/14,2023/02/13,2023/02/10,2023/02/09,2023/02/08,2023/02/07,2023/02/06,2023/02/03,2023/02/02,2023/02/01,2023/01/31,2023/01/30,2023/01/27,2023/01/26,2023/01/25,2023/01/20,2023/01/19,2023/01/18,2023/01/17,2023/01/16,2023/01/13,2023/01/12,2023/01/11,2023/01/10,2023/01/09,2023/01/06,2023/01/05,2023/01/04,2023/01/03,2023/01/02,2022/12/30,2022/12/29,2022/12/28,2022/12/27,2022/12/26,2022/12/23,2022/12/22,2022/12/21,2022/12/20,2022/12/19,2022/12/16,2022/12/15,2022/12/14,2022/12/13,2022/12/12,2022/12/09,2022/12/08,2022/12/07,2022/12/06,2022/12/05,2022/12/02,2022/12/01,2022/11/30,2022/11/29,2022/11/28,2022/11/25,2022/11/24,2022/11/23,2022/11/22,2022/11/21,2022/11/18,2022/11/17,2022/11/16,2022/11/15,2022/11/14,2022/11/11,2022/11/10,2022/11/09,2022/11/08,2022/11/07,2022/11/04,2022/11/03,2022/11/02,2022/11/01,2022/10/31,2022/10/28,2022/10/27,2022/10/26,2022/10/25,2022/10/24,2022/10/21,2022/10/20,2022/10/19,2022/10/18,2022/10/17,2022/10/14,2022/10/13,2022/10/12,2022/10/11,2022/10/07,2022/10/06,2022/10/05,2022/10/04,2022/09/30,2022/09/29,2022/09/28,2022/09/27,2022/09/26,2022/09/23,2022/09/22,2022/09/21,2022/09/20,2022/09/19,2022/09/16,2022/09/15,2022/09/14,2022/09/13,2022/09/08,2022/09/07,2022/09/06,2022/09/05,2022/09/02,2022/09/01,2022/08/31,2022/08/30,2022/08/29,2022/08/26,2022/08/25,2022/08/24,2022/08/23,2022/08/22,2022/08/19,2022/08/18,2022/08/17,2022/08/16,2022/08/12,2022/08/11,2022/08/10,2022/08/09,2022/08/08,2022/08/05,2022/08/04,2022/08/03,2022/08/02,2022/08/01,2022/07/29,2022/07/28,2022/07/27,2022/07/26,2022/07/25,2022/07/22,2022/07/21,2022/07/20,2022/07/19,2022/07/18,2022/07/15,2022/07/14,2022/07/13,2022/07/12,2022/07/11,2022/07/08,2022/07/07,2022/07/06,2022/07/05,2022/07/04,2022/07/01,2022/06/30,2022/06/29,2022/06/28,2022/06/27,2022/06/24,2022/06/23,2022/06/22,2022/06/21,2022/06/20,2022/06/17,2022/06/16,2022/06/15,2022/06/14,2022/06/13,2022/06/10,2022/06/09,2022/06/08,2022/06/07,2022/06/03,2022/06/02,2022/05/31,2022/05/30,2022/05/27,2022/05/26,2022/05/25,2022/05/24,2022/05/23,2022/05/20,2022/05/19,2022/05/18,2022/05/17,2022/05/16,2022/05/13,2022/05/12,2022/05/11,2022/05/10,2022/05/09,2022/05/06,2022/05/04,2022/05/03,2022/05/02,2022/04/29,2022/04/28,2022/04/27,2022/04/26,2022/04/25,2022/04/22,2022/04/21,2022/04/20,2022/04/19,2022/04/18,2022/04/15,2022/04/14,2022/04/13,2022/04/12,2022/04/11,2022/04/08,2022/04/07,2022/04/06,2022/04/05,2022/04/04,2022/04/01,2022/03/31,2022/03/30,2022/03/29,2022/03/28,2022/03/25,2022/03/24,2022/03/23,2022/03/22,2022/03/21,2022/03/18,2022/03/17,2022/03/16,2022/03/15,2022/03/14,2022/03/11,2022/03/10,2022/03/08,2022/03/07,2022/03/04,2022/03/03,2022/03/02,2022/02/28,2022/02/25,2022/02/24,2022/02/23,2022/02/22,2022/02/21,2022/02/18,2022/02/17,2022/02/16,2022/02/15,2022/02/14,2022/02/11,2022/02/10,2022/02/09,2022/02/08,2022/02/07,2022/02/04,2022/02/03,2022/01/28,2022/01/27,2022/01/26,2022/01/25,2022/01/24,2022/01/21,2022/01/20,2022/01/19,2022/01/18,2022/01/17,2022/01/14,2022/01/13,2022/01/12,2022/01/11,2022/01/10,2022/01/07,2022/01/06,2022/01/05,2022/01/04,2022/01/03,2021/12/31,2021/12/30,2021/12/29,2021/12/28,2021/12/27,2021/12/24,2021/12/23,2021/12/22,2021/12/21,2021/12/20,2021/12/17,2021/12/16,2021/12/15,2021/12/14,2021/12/13,2021/12/10,2021/12/09,2021/12/08,2021/12/07,2021/12/06,2021/12/03,2021/12/02,2021/12/01,2021/11/30,2021/11/29,2021/11/26,2021/11/25,2021/11/24,2021/11/23,2021/11/22,2021/11/19,2021/11/18,2021/11/17,2021/11/16,2021/11/15,2021/11/12,2021/11/11,2021/11/10,2021/11/09,2021/11/08,2021/11/05,2021/11/04,2021/11/03,2021/11/02,2021/11/01,2021/10/29,2021/10/28,2021/10/27,2021/10/26,2021/10/25,2021/10/22,2021/10/21,2021/10/20,2021/10/19,2021/10/18,2021/10/15,2021/10/14,2021/10/13,2021/10/12,2021/10/08,2021/10/07,2021/10/06,2021/10/05,2021/10/01,2021/09/30,2021/09/29,2021/09/28,2021/09/27,2021/09/24,2021/09/23,2021/09/17,2021/09/16,2021/09/15,2021/09/14,2021/09/13,2021/09/10,2021/09/09,2021/09/08,2021/09/07,2021/09/06,2021/09/03,2021/09/02,2021/09/01,2021/08/31,2021/08/30,2021/08/27,2021/08/26,2021/08/25,2021/08/24,2021/08/23,2021/08/20,2021/08/19,2021/08/18,2021/08/17,2021/08/13,2021/08/12,2021/08/11,2021/08/10,2021/08/09,2021/08/06,2021/08/05,2021/08/04,2021/08/03,2021/08/02,2021/07/30,2021/07/29,2021/07/28,2021/07/27,2021/07/26,2021/07/23,2021/07/22,2021/07/21,2021/07/20,2021/07/19,2021/07/16,2021/07/15,2021/07/14,2021/07/13,2021/07/12,2021/07/09,2021/07/08,2021/07/07,2021/07/06,2021/07/05,2021/07/02,2021/07/01,2021/06/30,2021/06/29,2021/06/28,2021/06/25,2021/06/24,2021/06/23,2021/06/22,2021/06/21,2021/06/18,2021/06/17,2021/06/16,2021/06/15,2021/06/14,2021/06/11,2021/06/10,2021/06/09,2021/06/08,2021/06/07,2021/06/04,2021/06/03,2021/06/02,2021/06/01,2021/05/31,2021/05/28,2021/05/27,2021/05/26,2021/05/25,2021/05/24,2021/05/21,2021/05/20,2021/05/18,2021/05/17,2021/05/14,2021/05/13,2021/05/12,2021/05/11,2021/05/10,2021/05/07,2021/05/06,2021/05/04,2021/05/03,2021/04/30,2021/04/29,2021/04/28,2021/04/27,2021/04/26,2021/04/23,2021/04/22,2021/04/21,2021/04/20,2021/04/19,2021/04/16,2021/04/15,2021/04/14,2021/04/13,2021/04/12,2021/04/09,2021/04/08,2021/04/07,2021/04/06,2021/04/05,2021/04/02,2021/04/01,2021/03/31,2021/03/30,2021/03/29,2021/03/26,2021/03/25,2021/03/24,2021/03/23,2021/03/22,2021/03/19,2021/03/18,2021/03/17,2021/03/16,2021/03/15,2021/03/12,2021/03/11,2021/03/10,2021/03/09,2021/03/08,2021/03/05,2021/03/04,2021/03/03,2021/03/02,2021/02/26,2021/02/25,2021/02/24,2021/02/23,2021/02/22,2021/02/19,2021/02/18,2021/02/17,2021/02/16,2021/02/15,2021/02/10,2021/02/09,2021/02/08,2021/02/05,2021/02/04,2021/02/03,2021/02/02,2021/02/01,2021/01/29,2021/01/28,2021/01/27,2021/01/26,2021/01/25,2021/01/22,2021/01/21,2021/01/20,2021/01/19,2021/01/18,2021/01/15,2021/01/14,2021/01/13,2021/01/12,2021/01/11,2021/01/08,2021/01/07,2021/01/06,2021/01/05,2021/01/04,2020/12/31,2020/12/30,2020/12/29,2020/12/28,2020/12/24,2020/12/23,2020/12/22,2020/12/21,2020/12/18,2020/12/17,2020/12/16,2020/12/15,2020/12/14,2020/12/11,2020/12/10,2020/12/09,2020/12/08,2020/12/07,2020/12/04,2020/12/03,2020/12/02,2020/12/01,2020/11/30,2020/11/27,2020/11/26,2020/11/25,2020/11/24,2020/11/23,2020/11/20,2020/11/19,2020/11/18,2020/11/17,2020/11/16,2020/11/13,2020/11/12,2020/11/11,2020/11/10,2020/11/09,2020/11/06,2020/11/05,2020/11/04,2020/11/03,2020/11/02,2020/10/30,2020/10/29,2020/10/28,2020/10/27,2020/10/26,2020/10/23,2020/10/22,2020/10/21,2020/10/20,2020/10/19,2020/10/16,2020/10/15,2020/10/14,2020/10/13,2020/10/12,2020/10/08,2020/10/07,2020/10/06,2020/10/05,2020/09/29,2020/09/28,2020/09/25,2020/09/24,2020/09/23,2020/09/22,2020/09/21,2020/09/18,2020/09/17,2020/09/16,2020/09/15,2020/09/14,2020/09/11,2020/09/10,2020/09/09,2020/09/08,2020/09/07,2020/09/04,2020/09/03,2020/09/02,2020/09/01,2020/08/31,2020/08/28,2020/08/27,2020/08/26,2020/08/25,2020/08/24,2020/08/21,2020/08/20,2020/08/19,2020/08/18,2020/08/14,2020/08/13,2020/08/12,2020/08/11,2020/08/10,2020/08/07,2020/08/06,2020/08/05,2020/08/04,2020/08/03,2020/07/31,2020/07/30,2020/07/29,2020/07/28,2020/07/27,2020/07/24,2020/07/23,2020/07/22,2020/07/21,2020/07/20,2020/07/17,2020/07/16,2020/07/15,2020/07/14,2020/07/13,2020/07/10,2020/07/09,2020/07/08,2020/07/07,2020/07/06,2020/07/03,2020/07/02,2020/07/01,2020/06/30,2020/06/29,2020/06/26,2020/06/25,2020/06/24,2020/06/23,2020/06/22,2020/06/19,2020/06/18,2020/06/17,2020/06/16,2020/06/15,2020/06/12,2020/06/11,2020/06/10,2020/06/09,2020/06/08,2020/06/05,2020/06/04,2020/06/03,2020/06/02,2020/06/01,2020/05/29,2020/05/28,2020/05/27,2020/05/26,2020/05/25,2020/05/22,2020/05/21,2020/05/20,2020/05/19,2020/05/18,2020/05/15,2020/05/14,2020/05/13,2020/05/12,2020/05/11,2020/05/08,2020/05/07,2020/05/06,2020/05/04,2020/04/29,2020/04/28,2020/04/27,2020/04/24,2020/04/23,2020/04/22,2020/04/21,2020/04/20,2020/04/17,2020/04/16,2020/04/14,2020/04/13,2020/04/10,2020/04/09,2020/04/08,2020/04/07,2020/04/06,2020/04/03,2020/04/02,2020/04/01,2020/03/31,2020/03/30,2020/03/27,2020/03/26,2020/03/25,2020/03/24,2020/03/23,2020/03/20,2020/03/19,2020/03/18,2020/03/17,2020/03/16,2020/03/13,2020/03/12,2020/03/11,2020/03/10,2020/03/09,2020/03/06,2020/03/05,2020/03/04,2020/03/03,2020/03/02,2020/02/28,2020/02/27,2020/02/26,2020/02/25,2020/02/24,2020/02/21,2020/02/20,2020/02/19,2020/02/18,2020/02/17,2020/02/14,2020/02/13,2020/02/12,2020/02/11,2020/02/10,2020/02/07,2020/02/06,2020/02/05,2020/02/04,2020/02/03,2020/01/31,2020/01/30,2020/01/29,2020/01/28,2020/01/23,2020/01/22,2020/01/21,2020/01/20,2020/01/17,2020/01/16,2020/01/15,2020/01/14,2020/01/13,2020/01/10,2020/01/09,2020/01/08,2020/01/07,2020/01/06,2020/01/03,2020/01/02
"6.4. 뉴스심리지수(실험적 통계)","뉴스심리지수","","원자료","98.05","100.01","100.57","102.15","103.73","99.54","96.50","95.60","94.64","95.41","95.01","96.90","97.03","96.58","91.95","93.00","93.22","93.07","98.95","98.16","98.43","99.19","99.38","99.24","98.65","97.54","95.84","95.69","93.09","93.70","95.27","95.97","95.96","95.42","96.18","96.52","97.13","96.61","101.86","100.31","99.77","99.19","98.58","96.37","96.83","95.22","93.95","91.52","87.08","87.00","87.79","89.93","92.81","95.35","94.88","90.54","88.80","88.70","92.22","91.84","94.65","94.98","93.24","94.96","95.41","97.27","97.09","99.27","98.70","101.65","102.80","103.23","102.85","103.35","98.58","95.60","96.36","97.43","95.98","96.99","96.14","94.04","90.29","90.75","92.23","94.95","95.62","94.60","93.62","94.35","91.72","92.49","94.16","95.08","94.13","92.43","88.59","85.02","84.78","84.07","86.46","88.23","89.48","87.51","87.25","86.22","84.22","84.96","87.62","87.71","87.51","88.25","86.31","84.95","85.33","82.82","81.86","81.71","80.97","78.91","77.69","78.31","80.10","79.73","81.03","89.40","91.42","91.57","94.15","96.44","96.12","95.63","96.67","96.06","96.73","93.23","92.03","90.78","89.76","87.01","89.66","90.54","91.75","92.41","92.28","84.47","82.59","81.37","80.58","79.12","82.65","83.44","83.11","81.55","79.79","77.15","77.91","78.09","80.64","78.96","78.65","77.54","75.42","84.05","83.29","84.54","86.51","87.47","86.12","87.13","86.14","85.62","85.24","86.21","86.44","86.50","87.67","93.48","94.46","94.37","94.72","94.87","95.56","95.88","94.29","92.39","89.88","88.58","89.89","93.60","96.29","99.56","102.64","103.06","100.74","100.26","100.04","100.26","101.13","101.13","101.71","100.04","99.07","98.08","97.91","98.45","100.22","100.20","100.05","98.99","94.60","91.05","88.96","88.08","87.38","89.02","90.55","91.90","92.06","91.14","85.63","84.56","83.60","84.63","85.16","90.72","89.49","89.97","89.52","87.78","83.29","85.08","83.36","78.83","76.17","75.19","74.65","75.26","79.54","82.94","92.00","93.84","94.39","94.23","101.19","102.55","108.52","107.97","111.67","109.47","108.64","107.77","108.47","102.40","101.95","102.26","101.93","99.17","94.56","94.86","93.86","94.38","95.64","101.38","106.42","106.85","107.03","106.65","105.16","103.40","102.01","101.97","103.91","104.29","103.73","102.63","101.46","103.00","103.42","104.06","105.44","107.90","105.82","105.92","106.62","107.33","105.17","106.99","107.37","108.14","108.34","111.16","110.84","110.86","109.52","107.56","105.56","102.91","101.99","98.66","97.79","96.22","92.76","93.70","95.63","96.80","99.23","97.35","97.43","99.27","100.42","100.78","102.91","103.37","101.95","103.58","105.87","106.12","108.57","110.80","109.56","108.76","106.05","101.75","98.17","100.03","101.00","101.60","100.72","97.61","96.45","97.03","95.10","93.54","94.89","95.96","96.08","105.66","106.22","106.63","107.76","111.58","112.25","113.20","113.09","112.21","110.33","106.29","104.92","107.28","109.85","109.73","112.50","113.50","111.57","109.25","111.03","109.39","109.54","110.35","112.66","113.15","112.44","112.50","112.79","109.04","106.54","108.84","108.26","107.59","109.85","112.95","113.51","114.37","113.41","113.69","113.69","111.09","110.42","110.76","110.67","107.11","104.88","104.43","104.75","105.73","108.33","110.93","113.66","113.49","113.43","113.49","113.56","112.67","112.00","112.28","111.31","110.65","107.70","107.49","104.27","101.58","97.86","98.32","96.36","94.49","94.22","93.22","94.50","97.39","101.69","101.99","102.18","101.14","100.32","101.28","102.42","107.11","107.02","106.00","105.92","107.08","110.22","110.50","111.78","111.15","111.62","108.56","108.44","107.60","109.23","107.60","103.59","102.49","101.97","101.76","101.80","102.41","103.90","104.05","104.20","114.53","115.50","117.28","117.38","116.84","115.66","118.32","117.90","120.12","121.18","124.54","124.41","124.08","121.32","119.63","113.87","109.66","108.27","107.37","106.79","105.17","105.90","108.74","111.49","112.67","118.23","120.71","120.65","120.60","122.32","121.43","119.96","119.28","117.03","114.73","115.01","115.12","114.44","116.03","117.10","115.76","114.96","115.75","115.80","115.56","115.54","115.41","114.43","115.14","114.55","112.13","112.74","112.50","112.23","112.20","117.16","116.19","114.44","113.73","113.41","112.92","113.49","116.66","117.81","115.95","116.32","112.72","111.63","110.21","116.71","118.58","125.02","126.85","122.46","121.06","119.05","116.10","114.81","114.01","112.84","113.48","114.48","115.52","114.53","115.42","117.09","116.70","114.14","116.59","116.78","115.70","115.44","116.80","117.61","117.12","115.37","115.63","115.46","112.66","112.70","112.34","111.58","111.95","112.09","112.05","112.88","112.96","112.32","108.14","107.55","107.71","108.22","108.75","109.46","109.49","108.59","107.53","105.87","105.33","105.38","105.60","106.40","107.40","104.07","102.04","102.72","101.49","108.14","108.06","111.57","110.15","111.04","110.87","110.13","109.10","111.70","112.14","112.60","113.26","109.78","107.35","106.04","103.83","104.15","107.09","114.81","117.17","119.97","121.70","123.09","121.92","119.95","116.76","115.95","113.32","108.57","110.60","109.66","109.98","111.15","110.05","109.56","108.45","111.03","111.54","112.47","114.22","115.85","113.35","114.93","115.34","115.01","113.03","111.32","110.26","110.35","110.53","113.12","112.01","110.86","109.63","107.50","106.94","113.22","113.37","112.36","113.18","113.88","110.62","111.47","113.83","113.92","113.99","114.52","114.19","112.53","112.35","111.59","112.99","112.28","111.23","111.27","110.37","100.33","99.62","100.15","97.93","97.38","100.18","101.32","100.87","101.73","101.16","100.11","97.60","95.61","96.75","99.47","98.27","97.77","100.59","101.92","102.59","103.06","101.29","100.73","97.39","97.93","97.29","97.55","98.98","101.19","101.07","100.30","99.28","93.91","94.16","93.54","93.73","90.93","92.61","91.70","91.57","91.78","96.43","100.39","100.85","102.06","106.10","104.21","106.12","107.06","107.35","110.36","112.13","110.19","109.75","109.81","105.51","101.78","103.01","102.68","101.92","103.13","104.79","103.42","102.61","103.15","103.66","105.07","105.41","104.92","105.89","106.34","106.79","106.49","107.48","104.40","101.00","97.54","97.93","98.07","99.67","97.86","99.98","99.89","99.48","98.79","99.28","98.32","97.34","95.71","96.24","96.46","96.80","98.65","99.92","100.48","99.59","97.33","96.12","95.76","94.99","96.21","98.25","97.73","98.10","98.30","94.36","94.67","93.95","92.51","91.07","93.38","92.12","92.26","91.41","90.66","82.33","80.76","80.11","81.29","87.20","86.23","84.06","79.82","79.16","77.66","79.02","79.83","81.01","81.03","81.65","82.26","82.26","81.12","81.08","78.79","77.99","78.51","79.48","80.66","84.56","82.04","79.18","76.44","75.88","72.23","72.88","65.23","64.28","63.51","63.63","63.78","69.22","73.52","74.57","76.20","77.44","75.24","74.60","73.42","72.52","71.83","76.75","77.39","79.84","81.08","84.85","87.13","90.08","91.25","92.21","90.13","89.87","89.12","89.09","88.89","88.14","86.81","86.22","85.90","83.20","83.18","90.22","90.34","91.44","96.38","108.53","109.35","110.53","109.90","111.99","111.61","107.72","106.66","104.70","103.64","105.43","103.81","103.55","104.81","101.97","99.42"
